43,0,0,2,1,1,2,1
0,30,5,6,3,2,1,3
1,4,27,0,0,2,2,14
2,1,1,36,10,0,0,0
0,1,2,12,26,5,3,1
1,0,2,2,2,38,1,4
4,1,0,2,1,7,32,3
1,3,9,1,2,4,2,28
